time_ms,ir_r,ir_l,tf_r,tf_l,tf_front,throttle_l,throttle_r,steering
  12588,  84,  305,  433,  1568,  4317,  9000,  7000, -17
  12669,  84,  305,  432,  1573,  5295,  9000,  9000,  13
  12750,  118,  305,  453,  1550,  4574,  9000,  9000,  10
  12831,  110,  305,  486,  1252,  4297,  9000,  9000,  3
  12912,  204,  82,  509,  244,  4279,  7000,  9000,  30
  12993,  208,  82,  488,  198,  4042,  9000,  9000,  4
  13073,  218,  82,  449,  228,  4072,  7000,  9000,  16
  13154,  212,  82,  399,  282,  2786,  9, -13
  101802,  124,  305,  109,  712,  1628,  9000,  9000, -12
  101883,  124,  305,  141,  636,  1655,  9000,  9000, -7
  101964,  130,  82,  187,  553,  1596,  7000,  9000,  30
  102045,  144,  82,  254,  490,  1549,  9000,  9000,  2
  102125,  160,  82,  309,  448,  1483,  9000,  9000,  11
  102206,  172,  82,  334,  421,  1410,  9000,  9000,  12
  102287,  182,  82,  337,  405,  1323,  9000,  9000,  12
  102368,  182,  82,  308,  408,  1233,  9000,  9000,  9
  102449,  182,  82,  263,  433,  1156,  9000,  9000,  6
  102530,  176,  82,  217,  479,  1085,  9000,  9000,  4
  102611,  168,  305,  174,  1130,  1019,  9000,  7000, -30
  102692,  158,  305,  139,  1265,  792,  9000,  9000, -3
  102772,  148,  305,  120,  1192,  854,  9000,  9000, -11
  102853,  140,  305,  122,  1147,  787,  9000,  9000, -11
  102934,  134,  305,  128,  1105,  706,  9000,  9000, -9
  103015,  132,  305,  145,  1076,  618,  9000,  9000, -7
  103096,  138,  305,  182,  1063,  551,  7000,  7000, -3
  103177,  146,  305,  238,  1068,  497,  7000,  7000, -6
  103258,  158,  305,  295,  1053,  432,  7000,  7000, -10
  103339,  174,  305,  350,  1018,  386,  7000,  7000, -13
  103420,  192,  305,  376,  991,  342,  7000,  5000, -16
  103500,  200,  305,  303,  1035,  310,  7000,  5000, -18
  103581,  204,  305,  239,  1049,  297,  7000,  5000, -18
  103662,  210,  305,  194,  1024,  306,  7000,  5000, -18
  103743,  212,  305,  165,  1014,  422,  7000,  7000, -11
  103824,  210,  305,  148,  1023,  434,  7000,  7000, -10
  103905,  212,  305,  140,  1043,  452,  7000,  7000, -9
  103986,  202,  305,  133,  1058,  471,  7000,  7000, -8
  104067,  182,  305,  182,  1070,  491,  7000,  7000, -6
  104148,  168,  305,  202,  1072,  522,  7000,  7000, -4
  104228,  158,  305,  187,  1058,  563,  7000,  7000, -2
  104309,  152,  305,  173,  1039,  572,  7000,  7000, -1
  104390,  204,  305,  157,  1000,  498,  7000,  7000, -6
  104471,  196,  305,  142,  937,  448,  7000,  7000, -9
  104552,  174,  305,  126,  870,  394,  7000,  7000, -12
  104633,  158,  305,  118,  825,  346,  7000,  5000, -15
  104714,  148,  305,  119,  810,  297,  7000,  5000, -18
  104795,  146,  305,  141,  878,  268,  7000,  5000, -20
  104875,  148,  305,  185,  1058,  254,  7000,  5000, -21
  104956,  160,  305,  164,  1515,  252,  7000,  5000, -21
  105037,  176,  305,  135,  2840,  274,  7000,  5000, -20
  105118,  202,  305,  119,  4969,  328,  7000,  5000, -17
  105199,  192,  305,  117,  4727,  437,  7000,  7000, -10
  105280,  178,  305,  130,  2082,  541,  7000,  7000, -3
  105361,  168,  305,  146,  1224,  662,  9000,  9000, -11
  105442,  164,  305,  162,  1030,  729,  9000,  9000, -8
  105522,  156,  305,  169,  971,  803,  9000,  9000, -8
  105603,  158,  305,  188,  883,  1057,  9000,  9000, -4
  105684,  160,  305,  204,  783,  1455,  9000,  9000, -4
  105765,  170,  305,  216,  701,  2244,  9000,  9000, -4
  105846,  182,  305,  230,  656,  3120,  9000,  9000, -3
  105927,  186,  305,  250,  618,  3242,  9000,  9000, -3
  106008,  190,  86,  274,  580,  3300,  7000,  9000,  30
  106089,  194,  88,  301,  545,  3354,  9000,  9000,  1
  106169,  196,  88,  311,  540,  3267,  9000,  9000,  9
  106250,  198,  88,  296,  569,  3021,  9000,  9000,  9
  106331,  196,  305,  279,  601,  2809,  9000,  7000, -30
  106412,  194,  305,  246,  671,  1891,  9000,  9000,  4
  106493,  190,  305,  228,  740,  1717,  9000,  9000, -5
  106574,  178,  305,  219,  782,  1491,  9000,  9000, -6
  106655,  174,  305,  203,  805,  1518,  9000,  9000, -5
  106736,  168,  305,  197,  791,  1518,  9000,  9000, -6
  106817,  172,  305,  206,  747,  2313,  9000,  9000, -5
  106897,  176,  305,  220,  702,  2362,  9000,  9000, -4
  106978,  178,  305,  242,  657,  2418,  9000,  9000, -3
  107059,  184,  305,  272,  610,  2492,  9000,  9000, -2
  107140,  196,  88,  310,  567,  2492,  7000,  9000,  30
  107221,  202,  88,  328,  534,  2430,  9000,  9000,  2
  107302,  200,  86,  334,  526,  2347,  9000,  9000,  11
  107383,  202,  86,  316,  546,  2167,  9000,  9000,  10
  107464,  206,  86,  300,  566,  1983,  9000,  9000,  9
  107545,  202,  305,  271,  613,  1765,  9000,  7000, -30
  107625,  196,  305,  233,  691,  1579,  9000,  9000,  4
  107706,  186,  305,  202,  774,  1455,  9000,  9000, -8
  107787,  174,  305,  182,  820,  1283,  9000,  9000, -7
  107868,  166,  305,  168,  857,  1257,  9000,  9000, -8
  107949,  158,  305,  169,  833,  1272,  9000,  9000, -8
  108030,  154,  305,  187,  771,  1278,  9000,  9000, -6
  108111,  158,  305,  216,  705,  1313,  9000,  9000, -3
  108192,  168,  305,  236,  641,  1359,  9000,  9000, -3
  108273,  180,  108,  241,  585,  1387,  7000,  9000,  30
  108354,  192,  110,  288,  545,  1389,  9000,  9000,  1
  108434,  196,  112,  316,  528,  1276,  9000,  9000,  9
  108515,  174,  112,  310,  538,  1132,  9000,  9000,  7
  108596,  176,  112,  300,  557,  998,  9000,  9000,  8
  108677,  176,  305,  274,  1381,  833,  9000,  7000, -27
  108758,  174,  305,  243,  1376,  696,  9000,  9000,  4
  108839,  176,  305,  222,  1355,  610,  9000,  9000, -3
  108920,  174,  305,  215,  1318,  520,  7000,  7000, -5
  109001,  168,  305,  205,  1201,  454,  7000,  7000, -9
  109082,  166,  305,  207,  1121,  404,  7000,  7000, -12
  109162,  166,  305,  225,  1086,  377,  7000,  7000, -13
  109243,  172,  305,  203,  1087,  365,  7000,  7000, -14
  109324,  180,  305,  173,  1116,  370,  7000,  7000, -14
  109405,  194,  305,  150,  1080,  399,  7000,  7000, -12
  109486,  204,  305,  140,  1048,  465,  7000,  7000, -8
  109567,  186,  305,  135,  1018,  412,  7000,  7000, -11
  109648,  174,  305,  137,  995,  394,  7000,  7000, -12
  109729,  164,  305,  142,  971,  362,  7000,  7000, -14
  109810,  156,  305,  156,  953,  345,  7000,  5000, -15
  109890,  154,  305,  182,  943,  359,  7000,  5000, -15
  109971,  160,  305,  180,  971,  397,  7000,  7000, -12
  110052,  174,  305,  166,  1032,  456,  7000,  7000, -9
  110133,  190,  305,  160,  998,  537,  7000,  7000, -3
  110214,  202,  305,  159,  979,  542,  7000,  7000, -3
  110295,  190,  305,  157,  955,  495,  7000,  7000, -6
  110376,  178,  305,  148,  913,  458,  7000,  7000, -8
  110457,  168,  305,  144,  866,  403,  7000,  7000, -12
  110538,  162,  305,  143,  822,  349,  7000,  5000, -15
  110618,  154,  305,  155,  796,  323,  7000,  5000, -17
  110699,  154,  305,  188,  811,  297,  7000,  5000, -18
  110780,  164,  305,  204,  875,  293,  7000,  5000, -19
  110861,  182,  305,  170,  1019,  313,  7000,  5000, -17
  110942,  202,  305,  148,  1370,  347,  7000,  5000, -15
  111023,  200,  305,  142,  2809,  462,  7000,  7000, -8
  111104,  196,  305,  145,  4671,  420,  7000,  7000, -11
  111185,  186,  305,  151,  4982,  411,  7000,  7000, -11
  111266,  176,  305,  159,  4510,  406,  7000,  7000, -12
  111347,  168,  305,  173,  4140,  407,  7000,  7000, -12
  111427,  168,  305,  199,  1843,  420,  7000,  7000, -11
  111508,  172,  305,  179,  1293,  455,  7000,  7000, -9
  111589,  174,  305,  158,  1053,  508,  7000,  7000, -5
  111670,  184,  305,  153,  883,  613,  9000,  9000, -10
  111751,  192,  305,  151,  778,  781,  9000,  9000, -11
  111832,  174,  305,  145,  725,  957,  9000,  9000, -12
  111913,  166,  305,  148,  659,  1373,  9000,  9000, -11
  111994,  158,  114,  168,  578,  2567,  7000,  9000,  30
  112075,  164,  102,  206,  498,  3599,  9000,  9000,  1
  112155,  168,  96,  247,  441,  3519,  9000,  9000,  7
  112236,  174,  96,  304,  412,  3455,  9000,  9000,  10
  112317,  176,  96,  311,  407,  3374,  9000,  9000,  9
  112398,  180,  96,  292,  437,  3292,  9000,  9000,  9
  112479,  176,  96,  255,  487,  3087,  9000,  9000,  5
  112560,  168,  96,  216,  559,  1629,  9000,  9000,  5
  112641,  160,  305,  174,  663,  995,  9000,  7000, -30
  112722,  174,  305,  140,  773,  748,  9000,  9000, -3
  112803,  152,  305,  110,  853,  624,  9000,  7000, -15
  112883,  138,  305,  91,  881,  621,  9000,  9000, -14
  112964,  128,  305,  89,  833,  838,  9000,  9000, -14
  113045,  122,  305,  108,  725,  1500,  9000,  9000, -11
  113126,  124,  305,  144,  633,  2630,  9000,  9000, -7
  113207,  134,  96,  193,  550,  2559,  7000,  9000,  30
  113288,  148,  96,  256,  485,  2517,  9000,  9000,  1
  113369,  162,  96,  300,  450,  2455,  9000,  9000,  10
  113450,  176,  96,  318,  437,  2379,  9000,  9000,  11
  113530,  178,  94,  315,  438,  2294,  9000,  9000,  9
  113611,  178,  94,  286,  464,  2205,  9000,  9000,  8
  113692,  180,  94,  245,  516,  2120,  9000,  9000,  7
  113773,  174,  94,  203,  597,  1624,  9000,  9000,  3
  113854,  166,  305,  162,  697,  1001,  9000,  7000, -30
  113935,  154,  305,  127,  779,  728,  9000,  9000, -4
  114016,  142,  305,  108,  802,  759,  9000,  9000, -13
  114097,  132,  305,  103,  764,  926,  9000,  9000, -13
  114178,  126,  305,  110,  710,  1517,  9000,  9000, -11
  114258,  124,  305,  138,  638,  1596,  9000,  9000, -8
  114339,  130,  96,  178,  555,  1534,  7000,  9000,  30
  114420,  146,  98,  243,  490,  1488,  9000,  9000,  1
  114501,  160,  98,  304,  445,  1432,  9000,  9000,  11
  114582,  174,  98,  329,  418,  1360,  9000,  9000,  11
  114663,  180,  98,  336,  397,  1275,  9000,  9000,  11
  114744,  182,  98,  307,  401,  1173,  9000,  9000,  9
  114825,  182,  98,  263,  424,  1092,  9000,  9000,  7
  114906,  176,  98,  222,  466,  1025,  9000,  9000,  5
  114987,  170,  305,  179,  1303,  964,  9000,  7000, -30
  115067,  160,  305,  140,  1208,  792,  9000,  9000, -5
  115148,  148,  305,  114,  1123,  693,  9000,  9000, -12
  115229,  136,  305,  100,  1064,  732,  9000,  9000, -13
  115310,  128,  305,  99,  1014,  645,  9000,  9000, -13
  115391,  126,  305,  115,  985,  565,  7000,  7000, -2
  115472,  126,  305,  149,  970,  491,  7000,  7000, -6
  115553,  134,  305,  200,  977,  441,  7000,  7000, -9
  115634,  144,  305,  243,  949,  390,  7000,  7000, -13
  115715,  156,  305,  293,  917,  341,  7000,  5000, -16
  115795,  176,  305,  327,  923,  296,  7000,  5000, -19
  115876,  196,  305,  261,  1030,  277,  7000,  5000, -20
  115957,  204,  305,  206,  1067,  274,  7000,  5000, -20
  116038,  208,  305,  169,  1051,  287,  7000,  5000, -19
  116119,  204,  305,  146,  1056,  432,  7000,  7000, -10
  116200,  210,  305,  137,  1086,  464,  7000,  7000, -8
  116281,  204,  305,  135,  1127,  497,  7000,  7000, -6
  116362,  190,  305,  135,  1150,  520,  7000,  7000, -5
  116443,  176,  305,  186,  1142,  537,  7000,  7000, -3
  116524,  164,  305,  203,  1122,  550,  7000,  7000, -3
  116604,  154,  305,  184,  1090,  551,  7000,  7000, -3
  116685,  148,  305,  168,  1052,  557,  7000,  7000, -2
  116766,  166,  305,  151,  1008,  537,  7000,  7000, -3
  116847,  186,  305,  135,  950,  457,  7000,  7000, -8
  116928,  168,  305,  120,  889,  403,  7000,  7000, -12
  117009,  154,  305,  105,  833,  353,  7000,  5000, -15
  117090,  142,  305,  106,  815,  311,  7000,  5000, -18
  117171,  140,  305,  125,  881,  281,  7000,  5000, -19
  117252,  142,  305,  167,  1052,  264,  7000,  5000, -21
  117332,  148,  305,  177,  1472,  262,  7000,  5000, -21
  117413,  168,  305,  143,  2607,  281,  7000,  5000, -19
  117494,  194,  305,  127,  4945,  335,  7000,  5000, -16
  117575,  202,  305,  123,  4234,  442,  7000,  7000, -9
  117656,  184,  305,  131,  1497,  529,  7000,  7000, -4
  117737,  172,  305,  143,  1346,  612,  9000,  9000, -9
  117818,  166,  305,  151,  1114,  664,  9000,  9000, -9
  117899,  158,  305,  157,  1038,  727,  9000,  9000, -8
  117980,  158,  305,  172,  945,  889,  9000,  9000, -7
  118060,  158,  305,  190,  843,  1205,  9000,  9000, -5
  118141,  166,  305,  201,  744,  1633,  9000,  9000, -5
  118222,  176,  305,  220,  675,  2690,  9000,  9000, -4
  118303,  182,  305,  244,  622,  3257,  9000,  9000, -3
  118384,  186,  82,  275,  577,  3376,  7000,  9000,  30
  118465,  194,  82,  308,  534,  3463,  9000,  9000,  2
  118546,  196,  82,  321,  528,  3301,  9000,  9000,  10
  118627,  198,  82,  306,  551,  3086,  9000,  9000,  9
  118708,  196,  82,  286,  587,  2884,  9000,  9000,  9
  118788,  198,  305,  255,  659,  2362,  9000,  7000, -30
  118869,  190,  305,  215,  758,  1437,  9000,  9000,  3
  118950,  178,  305,  198,  851,  949,  9000,  9000, -6
  119031,  170,  305,  174,  920,  794,  9000,  9000, -7
  119112,  160,  305,  153,  963,  785,  9000,  9000, -9
  119193,  150,  305,  144,  928,  1030,  9000,  9000, -10
  119274,  152,  305,  147,  866,  1375,  9000,  9000, -9
  119355,  150,  305,  165,  788,  2226,  9000,  9000, -7
  119435,  152,  305,  197,  702,  2406,  9000,  9000, -5
  119516,  164,  305,  243,  634,  2517,  9000,  9000, -2
  119597,  176,  82,  297,  573,  2476,  7000,  9000,  30
  119678,  186,  82,  347,  526,  2432,  9000,  9000,  4
  119759,  198,  82,  375,  506,  2343,  9000,  9000,  14
  119840,  196,  82,  361,  514,  2244,  9000,  9000,  12
  119921,  202,  82,  335,  533,  2116,  9000,  9000,  11
  120002,  200,  82,  292,  583,  1803,  9000,  9000,  8
  120082,  196,  305,  246,  665,  1573,  9000,  7000, -30
  120163,  182,  305,  202,  771,  1328,  9000,  9000,  2
  120244,  174,  305,  173,  863,  1045,  9000,  9000, -8
  120325,  164,  305,  159,  891,  998,  9000,  9000, -8
  120406,  152,  305,  148,  900,  1128,  9000,  9000, -10
  120487,  148,  305,  156,  855,  1173,  9000,  9000, -8
  120568,  148,  305,  178,  779,  1195,  9000,  9000, -6
  120649,  154,  305,  193,  698,  1246,  9000,  9000, -6
  120730,  166,  305,  201,  626,  1302,  9000,  9000, -5
  120810,  178,  82,  266,  570,  1356,  7000,  9000,  30
  120891,  178,  82,  349,  520,  1298,  9000,  9000,  3
  120972,  176,  82,  400,  492,  1217,  9000,  9000,  13
  121053,  184,  82,  413,  484,  1137,  9000,  9000,  14
  121134,  194,  82,  398,  523,  1030,  9000,  9000,  14
  121215,  202,  305,  355,  1324,  821,  9000,  7000, -27
  121296,  200,  305,  304,  1288,  654,  9000,  9000,  6
  121377,  196,  305,  261,  1272,  530,  7000,  7000, -4
  121458,  190,  305,  226,  1127,  436,  7000,  7000, -10
  121538,  182,  305,  204,  989,  361,  7000,  7000, -14
  121619,  178,  305,  208,  919,  313,  7000,  5000, -17
  121700,  178,  305,  192,  907,  294,  7000,  5000, -19
  121781,  184,  305,  160,  983,  330,  7000,  5000, -16
  121862,  196,  305,  143,  1069,  388,  7000,  7000, -13
  121943,  200,  305,  141,  1042,  458,  7000,  7000, -8
  122024,  188,  305,  145,  1024,  440,  7000,  7000, -10
  122105,  176,  305,  153,  1010,  420,  7000,  7000, -11
  122185,  170,  305,  164,  991,  400,  7000,  7000, -12
  122266,  166,  305,  180,  969,  387,  7000,  7000, -13
  122347,  166,  305,  204,  959,  381,  7000,  7000, -13
  122428,  170,  305,  185,  961,  394,  7000,  7000, -12
  122509,  180,  305,  165,  982,  422,  7000,  7000, -11
  122590,  194,  305,  152,  985,  484,  7000,  7000, -7
  122671,  206,  305,  147,  939,  511,  7000,  7000, -5
  122752,  186,  305,  147,  923,  468,  7000,  7000, -8
  122833,  176,  305,  148,  896,  428,  7000,  7000, -10
  122913,  164,  305,  149,  860,  378,  7000,  7000, -13
  122994,  160,  305,  159,  831,  344,  7000,  5000, -16
  123075,  156,  305,  181,  820,  315,  7000,  5000, -17
  123156,  166,  305,  219,  860,  304,  7000,  5000, -18
  123237,  180,  305,  194,  973,  308,  7000,  5000, -18
  123318,  196,  305,  167,  1206,  346,  7000,  5000, -15
  123399,  204,  305,  153,  2084,  415,  7000,  7000, -11
  123480,  204,  305,  152,  4110,  425,  7000,  7000, -10
  123560,  198,  305,  155,  4848,  420,  7000,  7000, -11
  123641,  186,  305,  162,  4794,  414,  7000,  7000, -11
  123722,  176,  305,  173,  4141,  414,  7000,  7000, -11
  123803,  174,  305,  196,  2535,  425,  7000,  7000, -10
  123884,  174,  305,  201,  1485,  455,  7000,  7000, -9
  123965,  176,  305,  170,  1115,  498,  7000,  7000, -6
  124046,  186,  305,  160,  941,  558,  7000,  7000, -2
  124127,  192,  305,  155,  819,  726,  9000,  9000, -10
  124208,  184,  305,  148,  768,  764,  9000,  9000, -12
  124288,  168,  305,  135,  758,  843,  9000,  9000, -12
  124369,  156,  305,  133,  708,  1172,  9000,  9000, -11
  124450,  150,  305,  147,  621,  1998,  9000,  9000, -10
  124531,  154,  82,  180,  530,  3543,  7000,  9000,  30
  124612,  158,  82,  237,  464,  3480,  9000,  9000, -1
  124693,  168,  82,  309,  415,  3415,  9000,  9000,  12
  124774,  176,  82,  344,  390,  3358,  9000,  9000,  12
  124855,  182,  82,  360,  386,  3259,  9000,  9000,  12
  124936,  182,  82,  329,  406,  3202,  9000,  9000,  11
  125017,  190,  82,  287,  455,  3093,  9000,  9000,  10
  125097,  194,  82,  241,  530,  1877,  9000,  9000,  6
  125178,  186,  305,  195,  644,  1005,  9000,  7000, -30
  125259,  174,  305,  150,  781,  674,  9000,  9000, -2
  125340,  160,  305,  118,  898,  591,  7000,  7000,  0
  125421,  144,  305,  99,  917,  578,  7000,  7000, -1
  125502,  130,  305,  83,  910,  565,  7000,  7000, -2
  125583,  122,  305,  71,  924,  544,  7000,  7000, -3
  125664,  112,  305,  53,  934,  516,  7000,  7000, -5
  125745,  104,  305,  43,  937,  512,  7000,  7000, -5
  125825,  98,  305,  39,  927,  536,  7000,  7000, -4
  125906,  94,  305,  33,  897,  610,  9000,  7000, -18
  125987,  90,  305,  31,  861,  773,  9000,  7000, -17
  126068,  90,  305,  41,  789,  1596,  9000,  7000, -16
  126149,  90,  305,  82,  676,  2207,  9000,  9000, -9
  126230,  100,  82,  162,  568,  2192,  7000,  9000,  30
  126311,  120,  82,  266,  493,  2243,  9000,  9000,  5
  126392,  142,  82,  362,  438,  1379,  7000,  9000,  15
  126473,  162,  82,  400,  416,  2101,  7000,  9000,  15
  126553,  172,  82,  375,  417,  1936,  9000,  9000,  14
  126634,  172,  82,  307,  454,  1824,  9000,  9000,  9
  126715,  168,  82,  248,  515,  1731,  9000,  9000,  6
  126796,  164,  82,  197,  580,  1654,  9000,  9000,  4
  126877,  154,  305,  153,  653,  992,  9000,  7000, -30
  126958,  144,  305,  118,  722,  728,  9000,  9000, -4
  127039,  132,  305,  97,  744,  739,  9000,  9000, -14
  127120,  126,  305,  92,  714,  876,  9000,  9000, -14
  127201,  120,  305,  99,  662,  1306,  9000,  9000, -12
  127281,  120,  82,  125,  589,  1223,  7000,  9000,  30
  127362,  124,  82,  169,  513,  1160,  9000,  9000, -2
  127443,  136,  82,  224,  461,  1105,  9000,  9000,  9
  127524,  146,  82,  262,  423,  1042,  9000,  9000,  9
  127605,  156,  82,  287,  395,  963,  9000,  9000,  10
  127686,  162,  82,  273,  389,  876,  9000,  9000,  9
  127767,  164,  305,  239,  1287,  780,  9000,  7000, -30
  127848,  162,  305,  203,  1189,  704,  9000,  9000,  2
  127929,  156,  305,  176,  1055,  631,  9000,  9000, -8
  128009,  152,  305,  159,  951,  560,  7000,  7000, -2
  128090,  146,  305,  148,  865,  487,  7000,  7000, -7
  128171,  142,  305,  154,  804,  417,  7000,  7000, -11
  128252,  142,  305,  164,  749,  364,  7000,  7000, -14
  128333,  144,  305,  185,  702,  295,  7000,  5000, -19
  128414,  150,  305,  229,  686,  250,  7000,  5000, -21
  128495,  166,  305,  264,  712,  219,  7000,  5000, -23
  128576,  190,  305,  193,  831,  193,  7000,  5000, -25
  128657,  210,  305,  140,  1030,  192,  7000,  5000, -25
  128737,  208,  305,  106,  1040,  206,  7000,  5000, -24
  128818,  198,  305,  82,  1043,  220,  7000,  5000, -23
  128899,  198,  305,  65,  1048,  357,  7000,  5000, -15
  128980,  172,  305,  50,  1056,  358,  7000,  5000, -15
  129061,  148,  305,  46,  1077,  377,  7000,  7000, -13
  129142,  132,  305,  53,  1132,  433,  7000,  7000, -10
  129223,  124,  305,  106,  1181,  491,  7000,  7000, -6
  129304,  118,  305,  163,  1213,  599,  7000,  7000,  0
  129385,  118,  305,  160,  1243,  624,  9000,  9000, -5
  129465,  118,  305,  151,  1222,  569,  7000,  7000, -1
  129546,  172,  305,  138,  1157,  510,  7000,  7000, -5
  129627,  160,  305,  130,  1105,  463,  7000,  7000, -8
  129708,  148,  305,  120,  1046,  407,  7000,  7000, -12
  129789,  142,  305,  116,  999,  360,  7000,  5000, -15
  129870,  136,  305,  128,  1004,  319,  7000,  5000, -17
  129951,  138,  305,  161,  1133,  296,  7000,  5000, -19
  130032,  144,  305,  202,  1492,  293,  7000,  5000, -19
  130113,  158,  305,  174,  2321,  305,  7000,  5000, -18
  130193,  182,  305,  151,  4713,  347,  7000,  5000, -15
  130274,  200,  305,  142,  4798,  429,  7000,  7000, -10
  130355,  198,  305,  146,  3249,  521,  7000,  7000, -4
  130436,  186,  305,  150,  1724,  585,  7000,  7000,  0
  130517,  176,  305,  158,  1205,  630,  9000,  9000, -10
  130598,  168,  305,  156,  1143,  619,  9000,  9000, -9
  130679,  158,  305,  149,  1158,  602,  9000,  9000, -9
  130760,  154,  305,  155,  1078,  677,  9000,  9000, -8
  130841,  152,  305,  164,  954,  898,  9000,  9000, -7
  130922,  156,  305,  169,  850,  1267,  9000,  9000, -7
  131002,  164,  610,  183,  757,  2094,  9000,  7000, -30
  131083,  168,  610,  210,  679,  3161,  9000,  9000, -6
  131164,  174,  610,  256,  593,  3467,  9000,  9000, -14
  131245,  182,  610,  332,  517,  3514,  9000,  9000, -7
  131326,  196,  610,  450,  455,  2245,  9000,  9000, -2
  131407,  305,  610,  621,  390,  1373,  7000,  9000,  20
  131488,  305,  610,  790,  338,  1131,  9000,  9000,  4
  131569,  305,  610,  842,  309,  1165,  9000,  9000,  7
  131650,  305,  610,  799,  299,  1334,  9000,  9000,  6
