time_ms,ir_r,ir_l,tf_r,tf_l,tf_front,throttle_l,throttle_r,steering
  162470,  170,  305,  205,  1631,  441,  7000,  7000, -9
  162551,  174,  305,  167,  1199,  476,  7000,  7000, -7
  162632,  178,  305,  156,  1000,  528,  7000,  7000, -4
  162713,  190,  305,  150,  872,  618,  9000,  9000, -10
  162793,  194,  305,  144,  797,  750,  9000,  9000, -12
  162874,  172,  305,  137,  752,  895,  9000,  9000, -13
  162955,  160,  305,  139,  683,  1368,  9000,  9000, -11
  163036,  152,  305,  157,  601,  2568,  9000,  9000, -9
  163117,  156,  82,  196,  516,  3595,  7000,  9000,  30
  163198,  162,  82,  262,  440,  3504,  9000,  9000,  0
  163279,  174,  82,  338,  394,  3452,  9000,  9000,  13
  163360,  182,  82,  374,  376,  3139,  9000,  9000,  13
  163441,  192,  82,  391,  365,  3293,  9000,  9000,  13
  163522,  194,  82,  366,  381,  3198,  9000,  9000,  12
  163602,  192,  82,  319,  424,  3111,  9000,  9000,  10
  163683,  198,  82,  266,  495,  2075,  9000,  9000,  9
  163764,  196,  305,  216,  603,  1165,  9000,  7000, -30
  163845,  186,  305,  170,  752,  748,  9000,  9000, -2
  163926,  170,  305,  128,  921,  533,  7000,  7000, -4
  164007,  156,  305,  92,  1050,  458,  7000,  7000, -8
  164088,  140,  305,  68,  1069,  436,  7000,  7000, -10
  164169,  126,  305,  53,  1038,  457,  7000,  7000, -8
  164250,  116,  305,  51,  968,  540,  7000,  7000, -3
  164331,  108,  305,  58,  876,  752,  9000,  7000, -15
  164411,  106,  305,  70,  799,  1048,  9000,  9000, -14
  164492,  104,  305,  81,  734,  1977,  9000,  9000, -12
  164573,  108,  305,  112,  664,  2334,  9000,  9000, -8
  164654,  118,  82,  157,  587,  2281,  7000,  9000,  30
  164735,  132,  82,  223,  514,  2247,  9000,  9000,  1
  164816,  146,  82,  285,  469,  2200,  9000,  9000,  11
  164897,  162,  82,  315,  449,  2125,  9000,  9000,  12
  164978,  168,  82,  324,  441,  2022,  9000,  9000,  11
  165059,  174,  82,  295,  462,  1922,  9000,  9000,  10
  165140,  174,  82,  254,  504,  1838,  9000,  9000,  6
  165220,  168,  82,  210,  568,  1767,  9000,  9000,  4
  165301,  162,  305,  168,  638,  1183,  9000,  7000, -30
  165382,  152,  305,  135,  706,  876,  9000,  9000, -3
  165463,  142,  305,  114,  730,  844,  9000,  9000, -12
  165544,  132,  305,  109,  706,  1006,  9000,  9000, -13
  165625,  128,  305,  112,  662,  1396,  9000,  9000, -11
  165706,  126,  82,  133,  595,  1316,  7000,  9000,  30
  165787,  132,  82,  172,  525,  1255,  9000,  9000, -3
  165868,  140,  82,  216,  478,  1195,  9000,  9000,  8
  165949,  150,  82,  249,  445,  1129,  9000,  9000,  9
  166030,  156,  82,  267,  418,  1040,  9000,  9000,  8
  166110,  160,  82,  252,  417,  957,  9000,  9000,  8
  166191,  160,  305,  221,  871,  876,  9000,  7000, -30
  166272,  156,  305,  184,  1266,  798,  9000,  9000,  4
  166353,  152,  305,  155,  1131,  731,  9000,  9000, -11
  166434,  144,  305,  138,  1039,  658,  9000,  9000, -10
  166515,  138,  305,  120,  951,  574,  7000,  7000, -1
  166596,  132,  305,  122,  888,  498,  7000,  7000, -6
  166677,  132,  305,  141,  850,  437,  7000,  7000, -10
  166758,  132,  305,  157,  802,  377,  7000,  7000, -13
  166839,  134,  305,  182,  758,  322,  7000,  5000, -17
  166919,  144,  305,  227,  740,  278,  7000,  5000, -20
  167000,  164,  305,  271,  778,  237,  7000,  5000, -22
  167081,  188,  305,  205,  887,  217,  7000,  5000, -23
  167162,  206,  305,  152,  1052,  208,  7000,  5000, -24
  167243,  210,  305,  118,  1052,  220,  7000,  5000, -23
  167324,  202,  305,  93,  1051,  229,  7000,  5000, -23
  167405,  202,  305,  76,  1059,  372,  7000,  7000, -14
  167486,  180,  305,  64,  1076,  381,  7000,  7000, -13
  167567,  156,  305,  54,  1083,  377,  7000,  7000, -13
  167648,  140,  305,  47,  1092,  394,  7000,  7000, -12
  167729,  126,  305,  79,  1130,  443,  7000,  7000, -9
  167809,  118,  305,  148,  1161,  514,  7000,  7000, -5
  167890,  114,  305,  146,  1197,  643,  9000,  9000, -6
  167971,  114,  305,  145,  1218,  572,  7000,  7000, -1
  168052,  170,  305,  141,  1208,  514,  7000,  7000, -5
  168133,  158,  305,  140,  1184,  468,  7000,  7000, -8
  168214,  150,  305,  136,  1122,  414,  7000,  7000, -11
  168295,  144,  305,  138,  1087,  367,  7000,  7000, -14
  168376,  142,  305,  152,  1102,  331,  7000,  5000, -16
  168457,  148,  305,  185,  1208,  306,  7000,  5000, -18
  168538,  156,  305,  204,  1670,  300,  7000,  5000, -18
  168618,  174,  305,  167,  2814,  313,  7000,  5000, -17
  168699,  196,  305,  145,  3576,  357,  7000,  5000, -15
  168780,  200,  305,  139,  4431,  446,  7000,  7000, -9
  168861,  198,  305,  141,  2477,  517,  7000,  7000, -5
  168942,  186,  305,  150,  1515,  582,  7000,  7000, -1
  169023,  176,  305,  155,  1211,  624,  9000,  9000, -10
  169104,  168,  305,  154,  1144,  615,  9000,  9000, -9
  169185,  160,  305,  150,  1126,  625,  9000,  9000, -9
  169266,  156,  305,  160,  1031,  752,  9000,  9000, -8
  169347,  156,  305,  166,  917,  1036,  9000,  9000, -7
  169427,  160,  305,  176,  816,  1473,  9000,  9000, -7
  169508,  170,  305,  195,  716,  2306,  9000,  9000, -6
  169589,  174,  305,  225,  647,  3289,  9000,  9000, -4
  169670,  180,  82,  266,  585,  3446,  7000,  9000,  30
  169751,  186,  82,  312,  533,  3434,  9000,  9000,  2
  169832,  194,  82,  333,  515,  3365,  9000,  9000,  11
  169913,  198,  82,  328,  528,  3246,  9000,  9000,  11
  169994,  196,  82,  318,  552,  3026,  9000,  9000,  10
  170075,  196,  305,  294,  612,  2759,  9000,  7000, -30
  170155,  184,  305,  250,  713,  1687,  9000,  9000,  4
  170236,  182,  305,  212,  807,  1172,  9000,  9000, -4
  170317,  176,  305,  185,  874,  945,  9000,  9000, -8
  170398,  166,  305,  163,  917,  895,  9000,  9000, -8
  170479,  162,  305,  155,  903,  1172,  9000,  9000, -9
  170560,  160,  305,  160,  836,  1446,  9000,  9000, -8
  170641,  156,  305,  176,  767,  2263,  9000,  9000, -7
  170722,  158,  305,  206,  694,  2366,  9000,  9000, -4
  170803,  168,  305,  250,  626,  2468,  9000,  9000, -3
  170883,  178,  84,  291,  570,  2419,  7000,  9000,  30
  170964,  190,  84,  345,  528,  2370,  9000,  9000,  4
  171045,  196,  84,  373,  508,  2292,  9000,  9000,  13
  171126,  202,  84,  363,  512,  2183,  9000,  9000,  12
  171207,  204,  84,  345,  527,  2055,  9000,  9000,  11
  171288,  200,  84,  305,  570,  1808,  9000,  9000,  9
  171369,  192,  305,  256,  650,  1600,  9000,  7000, -30
  171450,  184,  305,  212,  745,  1433,  9000,  9000,  3
  171531,  180,  305,  175,  850,  878,  9000,  9000, -9
  171612,  168,  305,  145,  935,  648,  9000,  9000, -11
  171693,  154,  305,  124,  992,  594,  7000,  7000,  0
  171773,  142,  305,  119,  945,  926,  9000,  9000, -12
  171854,  136,  305,  131,  855,  1109,  9000,  9000, -8
  171935,  134,  305,  142,  806,  1088,  9000,  9000, -9
  172016,  136,  305,  105,  734,  1092,  9000,  9000, -13
  172097,  144,  305,  145,  664,  1115,  9000,  9000, -8
  172178,  144,  84,  208,  599,  1188,  7000,  9000,  30
  172259,  142,  84,  301,  532,  1191,  9000,  9000,  3
  172340,  162,  84,  390,  485,  1137,  7000,  9000,  15
  172421,  182,  84,  429,  463,  1063,  7000,  9000,  15
  172502,  194,  305,  413,  842,  962,  9000,  7000, -27
  172582,  190,  305,  337,  1291,  745,  9000,  9000,  10
  172663,  184,  305,  283,  1261,  597,  7000,  7000,  0
  172744,  186,  305,  248,  1216,  491,  7000,  7000, -6
  172825,  178,  305,  216,  1051,  414,  7000,  7000, -11
  172906,  176,  305,  280,  949,  365,  7000,  7000, -14
  172987,  176,  305,  241,  909,  341,  7000,  5000, -16
  173068,  182,  305,  198,  926,  326,  7000,  5000, -17
  173149,  192,  305,  167,  1024,  346,  7000,  5000, -15
  173230,  206,  305,  150,  1037,  406,  7000,  7000, -12
  173311,  200,  305,  147,  1016,  410,  7000,  7000, -11
  173392,  192,  305,  148,  1003,  395,  7000,  7000, -12
  173472,  182,  305,  155,  991,  381,  7000,  7000, -13
  173553,  174,  305,  168,  979,  374,  7000,  7000, -14
  173634,  172,  305,  189,  978,  376,  7000,  7000, -14
  173715,  174,  305,  175,  989,  392,  7000,  7000, -13
  173796,  180,  305,  157,  1024,  433,  7000,  7000, -10
  173877,  190,  305,  147,  997,  497,  7000,  7000, -6
  173958,  198,  305,  145,  970,  532,  7000,  7000, -4
  174039,  182,  305,  147,  954,  481,  7000,  7000, -7
  174120,  174,  305,  145,  925,  438,  7000,  7000, -10
  174201,  162,  305,  146,  884,  390,  7000,  7000, -13
  174282,  158,  305,  152,  850,  347,  7000,  5000, -15
  174362,  154,  305,  176,  842,  319,  7000,  5000, -17
  174443,  164,  305,  216,  883,  311,  7000,  5000, -18
  174524,  176,  305,  201,  988,  317,  7000,  5000, -17
  174605,  194,  305,  172,  1224,  353,  7000,  5000, -15
  174686,  200,  305,  158,  2150,  425,  7000,  7000, -10
  174767,  208,  305,  155,  4028,  436,  7000,  7000, -10
  174848,  198,  305,  157,  4872,  427,  7000,  7000, -10
  174929,  188,  305,  161,  5049,  415,  7000,  7000, -11
  175010,  180,  305,  171,  4265,  414,  7000,  7000, -11
  175091,  176,  305,  193,  3120,  421,  7000,  7000, -11
  175171,  176,  305,  205,  1540,  446,  7000,  7000, -9
  175252,  178,  305,  170,  1169,  485,  7000,  7000, -7
  175333,  182,  305,  160,  976,  554,  7000,  7000, -2
  175414,  190,  305,  156,  835,  709,  9000,  9000, -10
  175495,  188,  305,  149,  768,  776,  9000,  9000, -11
  175576,  170,  305,  140,  745,  884,  9000,  9000, -12
  175657,  158,  305,  139,  691,  1198,  9000,  9000, -11
  175738,  154,  305,  152,  617,  2211,  9000,  9000, -9
  175819,  154,  94,  185,  526,  3545,  7000,  9000,  30
  175900,  160,  96,  239,  464,  3476,  9000,  9000, -1
  175981,  168,  96,  300,  424,  3420,  9000,  9000,  10
  176061,  172,  96,  321,  406,  3348,  9000,  9000,  10
  176142,  178,  96,  336,  399,  3266,  9000,  9000,  11
  176223,  182,  96,  318,  418,  3191,  9000,  9000,  10
  176304,  186,  96,  280,  462,  3092,  9000,  9000,  7
  176385,  188,  96,  238,  532,  1778,  9000,  9000,  6
  176466,  182,  305,  192,  645,  1079,  9000,  7000, -30
  176547,  174,  305,  153,  759,  767,  9000,  9000, -2
  176628,  162,  305,  126,  834,  689,  9000,  9000, -13
  176709,  146,  305,  111,  844,  686,  9000,  9000, -13
  176790,  134,  305,  106,  814,  857,  9000,  9000, -13
  176870,  128,  305,  118,  739,  1376,  9000,  9000, -11
  176951,  130,  305,  146,  653,  2512,  9000,  9000, -7
  177032,  140,  100,  187,  566,  2444,  7000,  9000,  30
  177113,  152,  100,  249,  492,  2394,  9000,  9000,  1
  177194,  166,  100,  296,  458,  2340,  9000,  9000,  10
  177275,  174,  100,  309,  446,  2251,  9000,  9000,  9
  177356,  178,  100,  307,  448,  2157,  9000,  9000,  9
  177437,  180,  100,  275,  478,  2083,  9000,  9000,  7
  177518,  178,  100,  240,  524,  1999,  9000,  9000,  6
  177599,  174,  100,  202,  595,  1765,  9000,  9000,  4
  177680,  166,  305,  165,  678,  1117,  9000,  7000, -30
  177760,  156,  305,  131,  747,  778,  9000,  9000, -4
  177841,  144,  305,  107,  776,  770,  9000,  9000, -13
  177922,  132,  305,  103,  750,  901,  9000,  9000, -13
  178003,  126,  305,  108,  697,  1349,  9000,  9000, -11
  178084,  126,  305,  129,  625,  1480,  9000,  9000, -10
  178165,  132,  100,  170,  553,  1413,  7000,  9000,  30
  178246,  142,  100,  229,  489,  1354,  9000,  9000,  0
  178327,  158,  98,  286,  439,  1298,  9000,  9000,  11
  178408,  166,  96,  300,  417,  1218,  9000,  9000,  10
  178489,  170,  94,  294,  408,  1134,  9000,  9000,  9
  178569,  172,  94,  266,  414,  1050,  9000,  9000,  7
  178650,  172,  94,  227,  448,  975,  9000,  9000,  5
  178731,  166,  305,  188,  1287,  902,  9000,  7000, -30
  178812,  156,  305,  153,  1197,  827,  9000,  9000, -3
  178893,  148,  305,  135,  1113,  751,  9000,  9000, -10
  178974,  142,  305,  130,  1048,  673,  9000,  9000, -10
  179055,  138,  305,  133,  998,  593,  7000,  7000,  0
  179136,  138,  305,  155,  965,  519,  7000,  7000, -5
  179217,  142,  305,  192,  952,  468,  7000,  7000, -8
  179298,  148,  305,  220,  901,  401,  7000,  7000, -12
  179378,  154,  305,  251,  852,  347,  7000,  5000, -15
  179459,  168,  305,  306,  832,  300,  7000,  5000, -18
  179540,  186,  305,  289,  882,  278,  7000,  5000, -20
  179621,  204,  305,  221,  1022,  258,  7000,  5000, -21
  179702,  206,  305,  172,  1047,  259,  7000,  5000, -21
  179783,  218,  305,  140,  1035,  280,  7000,  5000, -20
  179864,  204,  305,  124,  1048,  418,  7000,  7000, -11
  179945,  210,  305,  121,  1091,  454,  7000,  7000, -9
  180026,  192,  305,  124,  1144,  502,  7000,  7000, -6
  180107,  174,  305,  143,  1168,  545,  7000,  7000, -3
  180187,  164,  305,  211,  1170,  587,  7000,  7000,  0
  180268,  154,  305,  195,  1149,  599,  7000,  7000,  0
  180349,  146,  305,  177,  1107,  587,  7000,  7000,  0
  180430,  146,  305,  155,  1044,  547,  7000,  7000, -3
  180511,  192,  305,  136,  972,  511,  7000,  7000, -5
  180592,  174,  305,  114,  896,  441,  7000,  7000, -9
  180673,  156,  305,  97,  837,  378,  7000,  7000, -13
  180754,  144,  305,  83,  783,  327,  7000,  5000, -17
  180835,  132,  305,  82,  773,  279,  7000,  5000, -20
  180916,  128,  305,  106,  835,  250,  7000,  5000, -21
  180996,  130,  305,  151,  1009,  236,  7000,  5000, -22
  181077,  140,  305,  147,  1450,  238,  7000,  5000, -22
  181158,  158,  305,  118,  3244,  259,  7000,  5000, -21
  181239,  186,  305,  105,  5166,  311,  7000,  5000, -18
  181320,  190,  305,  103,  4906,  431,  7000,  7000, -10
  181401,  170,  305,  116,  2284,  530,  7000,  7000, -4
  181482,  160,  305,  131,  1233,  644,  9000,  9000, -13
  181563,  154,  305,  147,  1034,  726,  9000,  9000, -8
  181644,  148,  305,  157,  957,  817,  9000,  9000, -8
  181725,  152,  305,  179,  865,  1116,  9000,  9000, -6
  181805,  158,  305,  202,  754,  1640,  9000,  9000, -5
  181886,  168,  305,  221,  676,  2462,  9000,  9000, -4
  181967,  182,  305,  245,  618,  3371,  9000,  9000, -2
  182048,  190,  238,  275,  573,  3447,  9000,  9000,  12
  182129,  192,  236,  305,  535,  3519,  9000,  9000,  0
  182210,  196,  242,  324,  519,  3434,  9000,  9000,  2
  182291,  196,  250,  309,  540,  3208,  9000,  9000,  1
  182372,  200,  254,  298,  568,  3056,  9000,  9000,  1
  182453,  200,  256,  289,  590,  2937,  9000,  9000,  0
  182534,  200,  305,  284,  610,  2826,  9000,  9000, -10
  182615,  196,  305,  291,  627,  2735,  9000,  9000, -1
  182695,  194,  305,  292,  626,  2732,  9000,  9000, -2
  182776,  196,  262,  312,  585,  2770,  9000,  9000,  8
  182857,  204,  262,  332,  562,  2767,  9000,  9000,  1
  182938,  204,  264,  336,  556,  2630,  9000,  9000,  2
  183019,  204,  264,  313,  581,  2450,  9000,  9000,  1
  183100,  204,  305,  295,  611,  2335,  9000,  9000, -8
  183181,  204,  305,  281,  634,  2221,  9000,  9000, -1
  183262,  208,  305,  273,  641,  2178,  9000,  9000, -3
  183343,  208,  305,  289,  612,  2182,  9000,  9000, -2
  183424,  204,  262,  287,  586,  2159,  9000,  9000,  6
  183505,  204,  256,  305,  566,  2139,  9000,  9000,  0
  183585,  204,  248,  317,  555,  2036,  9000,  9000,  3
  183666,  208,  248,  310,  570,  1923,  9000,  9000,  2
  183747,  210,  246,  304,  582,  1818,  9000,  9000,  2
  183828,  202,  248,  298,  594,  1707,  9000,  9000,  0
  183909,  202,  305,  292,  607,  1611,  9000,  9000, -11
  183990,  204,  305,  284,  618,  1518,  9000,  9000,  0
  184071,  202,  305,  287,  615,  1487,  9000,  9000, -2
  184152,  200,  246,  319,  572,  1490,  9000,  9000,  12
  184233,  206,  244,  319,  541,  1465,  9000,  9000,  0
  184314,  204,  244,  291,  527,  1365,  9000,  9000,  1
  184394,  206,  244,  272,  552,  1218,  9000,  9000,  0
  184475,  206,  244,  265,  565,  1127,  9000,  9000,  0
  184556,  206,  242,  259,  573,  1043,  9000,  9000,  0
  184637,  318,  305,  258,  817,  964,  9000,  9000, -4
  184718,  184,  305,  257,  1420,  881,  9000,  9000, -13
  184799,  182,  305,  262,  1378,  817,  9000,  9000,  1
  184880,  192,  305,  291,  1329,  798,  9000,  9000,  1
  184961,  202,  305,  351,  1266,  793,  9000,  9000,  4
  185042,  200,  305,  430,  1217,  731,  9000,  9000,  4
  185123,  206,  305,  409,  1171,  642,  9000,  9000,  4
  185204,  202,  305,  354,  1127,  543,  7000,  7000, -3
  185284,  200,  305,  300,  1081,  462,  7000,  7000, -8
  185365,  200,  305,  248,  1004,  381,  7000,  7000, -13
  185446,  196,  305,  205,  911,  345,  7000,  5000, -15
  185527,  282,  305,  168,  900,  338,  7000,  5000, -16
  185608,  206,  305,  146,  922,  352,  7000,  5000, -15
  185689,  206,  305,  138,  896,  327,  7000,  5000, -17
  185770,  194,  305,  142,  882,  322,  7000,  5000, -17
  185851,  178,  305,  159,  880,  322,  7000,  5000, -17
  185932,  176,  305,  179,  901,  345,  7000,  5000, -15
  186013,  178,  305,  164,  947,  392,  7000,  7000, -13
  186094,  186,  305,  156,  1011,  467,  7000,  7000, -8
  186174,  198,  305,  153,  976,  564,  7000,  7000, -2
  186255,  194,  305,  156,  967,  522,  7000,  7000, -4
  186336,  184,  305,  157,  942,  482,  7000,  7000, -7
  186417,  172,  305,  149,  897,  414,  7000,  7000, -11
  186498,  164,  305,  146,  849,  368,  7000,  7000, -14
  186579,  156,  305,  153,  813,  328,  7000,  5000, -17
  186660,  156,  305,  177,  805,  302,  7000,  5000, -18
  186741,  164,  305,  211,  847,  299,  7000,  5000, -18
  186822,  176,  305,  184,  964,  308,  7000,  5000, -18
  186903,  196,  305,  158,  1222,  347,  7000,  5000, -15
  186984,  200,  305,  146,  2295,  415,  7000,  7000, -11
  187064,  202,  305,  143,  4124,  418,  7000,  7000, -11
  187145,  192,  305,  147,  4850,  413,  7000,  7000, -11
  187226,  182,  305,  155,  4704,  406,  7000,  7000, -12
  187307,  174,  305,  169,  4168,  410,  7000,  7000, -11
  187388,  170,  305,  195,  2178,  435,  7000,  7000, -10
  187469,  170,  305,  195,  1338,  471,  7000,  7000, -8
  187550,  176,  305,  168,  1050,  524,  7000,  7000, -4
  187631,  186,  305,  161,  886,  609,  9000,  9000, -9
  187712,  196,  305,  156,  793,  754,  9000,  9000, -10
  187793,  176,  305,  149,  742,  874,  9000,  9000, -12
  187873,  168,  305,  146,  686,  1174,  9000,  9000, -11
  187954,  158,  305,  158,  616,  1995,  9000,  9000, -10
  188035,  162,  82,  188,  536,  3590,  7000,  9000,  30
  188116,  166,  82,  229,  465,  3518,  9000,  9000, -1
  188197,  174,  82,  298,  421,  3459,  9000,  9000,  11
  188278,  176,  82,  327,  401,  3390,  9000,  9000,  11
  188359,  180,  82,  342,  391,  3311,  9000,  9000,  11
  188440,  184,  82,  323,  412,  3206,  9000,  9000,  11
  188521,  186,  82,  283,  460,  3137,  9000,  9000,  9
  188602,  182,  82,  238,  531,  1767,  9000,  9000,  5
  188683,  194,  305,  193,  640,  1049,  9000,  7000, -30
  188763,  176,  305,  149,  781,  712,  9000,  9000, -4
  188844,  158,  305,  122,  866,  652,  9000,  9000, -14
  188925,  146,  305,  109,  858,  688,  9000,  9000, -13
  189006,  134,  305,  107,  812,  901,  9000,  9000, -13
  189087,  130,  305,  124,  715,  1563,  9000,  9000, -11
  189168,  132,  305,  156,  627,  2552,  9000,  9000, -6
  189249,  144,  84,  202,  547,  2487,  7000,  9000,  30
  189330,  156,  84,  264,  481,  2443,  9000,  9000,  1
  189411,  170,  84,  306,  447,  2372,  9000,  9000,  12
  189492,  178,  84,  319,  439,  2292,  9000,  9000,  11
  189573,  180,  84,  316,  440,  2207,  9000,  9000,  10
  189653,  186,  84,  287,  469,  2116,  9000,  9000,  9
  189734,  182,  86,  244,  523,  2040,  9000,  9000,  7
  189815,  176,  305,  199,  609,  1502,  9000,  7000, -30
  189896,  168,  305,  157,  709,  942,  9000,  9000, -1
  189977,  156,  305,  127,  773,  767,  9000,  9000, -13
  190058,  144,  305,  108,  787,  738,  9000,  9000, -13
  190139,  132,  305,  99,  766,  884,  9000,  9000, -14
  190220,  126,  305,  111,  703,  1447,  9000,  9000, -10
  190301,  124,  305,  136,  621,  1525,  9000,  9000, -9
  190382,  134,  88,  180,  544,  1462,  7000,  9000,  30
  190463,  148,  90,  244,  483,  1406,  9000,  9000,  1
  190543,  160,  90,  297,  439,  1344,  9000,  9000,  10
  190624,  168,  90,  314,  413,  1271,  9000,  9000,  11
  190705,  176,  90,  319,  399,  1187,  9000,  9000,  11
  190786,  180,  90,  291,  401,  1100,  9000,  9000,  9
  190867,  178,  90,  251,  425,  1020,  9000,  9000,  6
  190948,  176,  305,  208,  926,  942,  9000,  7000, -30
  191029,  168,  305,  168,  1240,  880,  9000,  9000, -1
  191110,  156,  305,  143,  1148,  803,  9000,  9000, -9
  191191,  148,  305,  133,  1082,  727,  9000,  9000, -10
  191272,  142,  305,  128,  1020,  645,  9000,  9000, -10
  191352,  138,  305,  139,  981,  566,  7000,  7000, -2
  191433,  140,  305,  171,  956,  486,  7000,  7000, -7
  191514,  146,  305,  212,  939,  432,  7000,  7000, -10
  191595,  152,  305,  248,  896,  387,  7000,  7000, -13
  191676,  166,  305,  297,  865,  336,  7000,  5000, -16
  191757,  178,  305,  323,  867,  293,  7000,  5000, -19
  191838,  200,  305,  251,  963,  273,  7000,  5000, -20
  191919,  204,  305,  194,  1054,  259,  7000,  5000, -21
  192000,  208,  305,  156,  1034,  271,  7000,  5000, -20
  192081,  204,  305,  134,  1035,  408,  7000,  7000, -12
  192162,  210,  305,  123,  1063,  434,  7000,  7000, -10
  192243,  200,  305,  122,  1101,  470,  7000,  7000, -8
  192323,  182,  305,  123,  1137,  504,  7000,  7000, -6
  192404,  168,  305,  186,  1143,  536,  7000,  7000, -4
  192485,  156,  305,  196,  1138,  578,  7000,  7000, -1
  192566,  148,  305,  181,  1119,  607,  9000,  9000, -5
  192647,  144,  305,  166,  1077,  576,  7000,  7000, -1
  192728,  198,  305,  147,  1017,  495,  7000,  7000, -6
  192809,  180,  305,  131,  952,  442,  7000,  7000, -9
  192890,  160,  305,  114,  882,  386,  7000,  7000, -13
  192971,  148,  305,  105,  837,  330,  7000,  5000, -16
  193052,  142,  305,  111,  827,  288,  7000,  5000, -19
  193133,  138,  305,  138,  917,  264,  7000,  5000, -21
  